id	idx	query	text	pred	intent_check	slot_check	slot_count	slot_total	slot_seq	ending
11	59	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지정보 좀 알려줘	weather.dust	True	True	1	1	"1076    1.0
Name: slot_seq, dtype: float64"	"1076    1.0
Name: ending, dtype: float64"
11	5	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 초미세먼지 어느 정도야?	weather.dust	True	True	1	1	"1029    1.0
Name: slot_seq, dtype: float64"	"1029    1.0
Name: ending, dtype: float64"
11	30	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘은 초미세먼지 어느 정도야?	weather.dust	True	True	1	1	"1052    1.0
Name: slot_seq, dtype: float64"	"1052    1.0
Name: ending, dtype: float64"
11	38	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 정보 어느 정도야?	weather.dust	True	True	1	1	"1059    1.0
Name: slot_seq, dtype: float64"	"1059    1.0
Name: ending, dtype: float64"
11	0	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 얼마나 되는지 찾아서 알려줘	weather.dust	True	True	1	1	"1026    1.0
Name: slot_seq, dtype: float64"	"1026    1.0
Name: ending, dtype: float64"
11	63	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 미세먼지 어느 정도야?	weather.dust	True	True	1	1	"1080    1.0
Name: slot_seq, dtype: float64"	"1080    1.0
Name: ending, dtype: float64"
11	84	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 얼마나 되는지 말해줄 수 있어?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	10	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘은 초미세먼지가 어느 정도야?	weather.dust	True	True	1	1	"1034    1.0
Name: slot_seq, dtype: float64"	"1034    1.0
Name: ending, dtype: float64"
11	12	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지가 어느 정도야?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	16	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 정보는 어느 정도야?	weather.dust	True	True	1	1	"1039    1.0
Name: slot_seq, dtype: float64"	"1039    1.0
Name: ending, dtype: float64"
11	20	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지정보 좀 알려줘	weather.dust	True	True	1	1	"1043    1.0
Name: slot_seq, dtype: float64"	"1043    1.0
Name: ending, dtype: float64"
11	39	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 얼마나 되는지 좀 알려줘	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	54	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 얼마나 되는지 좀 알려줘	weather.dust	True	True	1	1	"1072    1.0
Name: slot_seq, dtype: float64"	"1072    1.0
Name: ending, dtype: float64"
11	66	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘은 미세먼지 어느 정도야?	weather.dust	True	True	1	1	"1083    1.0
Name: slot_seq, dtype: float64"	"1083    0.0
Name: ending, dtype: float64"
11	18	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도는 어떤지 좀 알려줘	weather.dust	True	True	1	1	"1041    1.0
Name: slot_seq, dtype: float64"	"1041    1.0
Name: ending, dtype: float64"
11	42	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 정보는 어느 정도야?	weather.dust	True	True	1	1	"1062    1.0
Name: slot_seq, dtype: float64"	"1062    1.0
Name: ending, dtype: float64"
11	51	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘의 미세먼지 농도는 어느 정도야?	weather.dust	True	True	1	1	"1069    1.0
Name: slot_seq, dtype: float64"	"1069    1.0
Name: ending, dtype: float64"
11	83	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 초미세먼지 농도는 어느 정도야?	weather.dust	True	True	1	1	"1099    1.0
Name: slot_seq, dtype: float64"	"1099    1.0
Name: ending, dtype: float64"
11	3	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 정보가 어느 정도야?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	34	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 정보 심한지 좀 알려줘	weather.dust	True	True	1	1	"1055    1.0
Name: slot_seq, dtype: float64"	"1055    1.0
Name: ending, dtype: float64"
11	81	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 초미세먼지 심한지 좀 알려줘	weather.dust	True	True	1	1	"1097    1.0
Name: slot_seq, dtype: float64"	"1097    1.0
Name: ending, dtype: float64"
11	27	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 시간은 어느 정도야?	weather.dust	True	True	1	1	"1049    1.0
Name: slot_seq, dtype: float64"	"1049    1.0
Name: ending, dtype: float64"
11	31	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 정보 어느 정도야?	weather.dust	True	True	1	1	"1053    1.0
Name: slot_seq, dtype: float64"	"1053    1.0
Name: ending, dtype: float64"
11	71	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어느 정도야?	weather.dust	True	True	1	1	"1088    1.0
Name: slot_seq, dtype: float64"	"1088    1.0
Name: ending, dtype: float64"
11	11	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 높을거 같아?	weather.dust	True	True	1	1	"1035    1.0
Name: slot_seq, dtype: float64"	"1035    1.0
Name: ending, dtype: float64"
11	58	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 미세먼지 농도는 어느 정도야?	weather.dust	True	True	1	1	"1075    1.0
Name: slot_seq, dtype: float64"	"1075    1.0
Name: ending, dtype: float64"
11	64	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 얼마나 되는지 좀 알려주고 싶은데 정말 정도야?	weather.dust	True	True	1	1	"1081    1.0
Name: slot_seq, dtype: float64"	"1081    1.0
Name: ending, dtype: float64"
11	72	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 농도가 어느 정도야?	weather.dust	True	True	1	1	"1089    1.0
Name: slot_seq, dtype: float64"	"1089    1.0
Name: ending, dtype: float64"
11	28	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 정보 좀 알려줘	weather.dust	True	True	1	1	"1050    1.0
Name: slot_seq, dtype: float64"	"1050    1.0
Name: ending, dtype: float64"
11	52	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 정보가 어느 정도야?	weather.dust	True	True	1	1	"1070    1.0
Name: slot_seq, dtype: float64"	"1070    1.0
Name: ending, dtype: float64"
11	56	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 언제까지 올지 좀 알려줘	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	57	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 높을거 같아?	weather.dust	True	True	1	1	"1074    1.0
Name: slot_seq, dtype: float64"	"1074    1.0
Name: ending, dtype: float64"
11	75	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘의 초미세먼지 농도는 어느 정도야?	weather.dust	True	True	1	1	"1092    1.0
Name: slot_seq, dtype: float64"	"1092    1.0
Name: ending, dtype: float64"
11	67	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 얼마나 되는지 좀 알려주고 싶은데 어느 정도야?	weather.dust	True	True	1	1	"1084    1.0
Name: slot_seq, dtype: float64"	"1084    1.0
Name: ending, dtype: float64"
11	8	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도는 얼마 정도야?	weather.dust	True	True	1	1	"1032    1.0
Name: slot_seq, dtype: float64"	"1032    1.0
Name: ending, dtype: float64"
11	24	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 빨리 알려줘	weather.dust	True	True	1	1	"1046    1.0
Name: slot_seq, dtype: float64"	"1046    1.0
Name: ending, dtype: float64"
11	36	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 농도는 어떤지 좀 어느 정도야?	weather.dust	True	True	1	1	"1057    1.0
Name: slot_seq, dtype: float64"	"1057    1.0
Name: ending, dtype: float64"
11	80	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 높을거 같아 할까?	weather.dust	True	True	1	1	"1096    1.0
Name: slot_seq, dtype: float64"	"1096    1.0
Name: ending, dtype: float64"
11	4	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 높을거 같아 정도야?	weather.dust	True	True	1	1	"1028    1.0
Name: slot_seq, dtype: float64"	"1028    1.0
Name: ending, dtype: float64"
11	46	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 초미세먼지 농도 어느 정도야?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	77	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 정보 좀 알려줘	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	78	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 심한지 좀 알고 싶은데 어느 정도야?	weather.dust	True	True	1	1	"1094    1.0
Name: slot_seq, dtype: float64"	"1094    1.0
Name: ending, dtype: float64"
11	61	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 미세먼지 농도 어느 정도야?	weather.dust	True	True	1	1	"1078    1.0
Name: slot_seq, dtype: float64"	"1078    1.0
Name: ending, dtype: float64"
11	65	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도 어느 정도야?	weather.dust	True	True	1	1	"1082    1.0
Name: slot_seq, dtype: float64"	"1082    1.0
Name: ending, dtype: float64"
11	60	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 미세먼지 농도 좀 알려줘	weather.dust	True	True	1	1	"1077    1.0
Name: slot_seq, dtype: float64"	"1077    1.0
Name: ending, dtype: float64"
11	73	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘은 미세먼지 농도 좀 어느 정도야?	weather.dust	True	True	1	1	"1090    1.0
Name: slot_seq, dtype: float64"	"1090    1.0
Name: ending, dtype: float64"
11	69	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 초미세먼지 농도 좀 알려줘	weather.dust	True	True	1	1	"1086    1.0
Name: slot_seq, dtype: float64"	"1086    1.0
Name: ending, dtype: float64"
11	7	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 높을거 같은데 정말 정도야?	weather.dust	True	True	1	1	"1031    1.0
Name: slot_seq, dtype: float64"	"1031    1.0
Name: ending, dtype: float64"
11	74	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 높을거 같아 빨리 알려줘	weather.dust	True	True	1	1	"1091    1.0
Name: slot_seq, dtype: float64"	"1091    1.0
Name: ending, dtype: float64"
11	29	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 얼마 정도야?	weather.dust	True	True	1	1	"1051    1.0
Name: slot_seq, dtype: float64"	"1051    1.0
Name: ending, dtype: float64"
11	79	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 농도 어느 정도야?	weather.dust	True	True	1	1	"1095    1.0
Name: slot_seq, dtype: float64"	"1095    1.0
Name: ending, dtype: float64"
11	26	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 마스크 껴보는 시간이 어느 정도야?	weather.dust	True	True	1	1	"1048    1.0
Name: slot_seq, dtype: float64"	"1048    1.0
Name: ending, dtype: float64"
11	15	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 선크림이 어느 정도야?	weather.dust	True	True	1	1	"1038    1.0
Name: slot_seq, dtype: float64"	"1038    1.0
Name: ending, dtype: float64"
11	49	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 어느 정도야?	weather.dust	True	True	1	1	"1067    1.0
Name: slot_seq, dtype: float64"	"1067    1.0
Name: ending, dtype: float64"
11	40	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 정말 정도야?	weather.dust	True	True	1	1	"1060    1.0
Name: slot_seq, dtype: float64"	"1060    1.0
Name: ending, dtype: float64"
11	47	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 높아지고 싶은데 정말 정도야?	weather.dust	True	True	1	1	"1065    1.0
Name: slot_seq, dtype: float64"	"1065    1.0
Name: ending, dtype: float64"
11	14	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 그런데 어느 정도야?	weather.dust	True	True	1	1	"1037    1.0
Name: slot_seq, dtype: float64"	"1037    0.0
Name: ending, dtype: float64"
11	1	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 정말야?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	44	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 온도는 어느 정도야?	weather.dust	True	True	1	1	"1064    1.0
Name: slot_seq, dtype: float64"	"1064    1.0
Name: ending, dtype: float64"
11	19	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 지수는 어느 정도야?	weather.dust	True	True	1	1	"1042    1.0
Name: slot_seq, dtype: float64"	"1042    1.0
Name: ending, dtype: float64"
11	45	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 날씨가 어느 정도야?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	35	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 심한 편일지 좀 알려줘	weather.dust	True	True	1	1	"1056    1.0
Name: slot_seq, dtype: float64"	"1056    1.0
Name: ending, dtype: float64"
11	50	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 밖에 초미세먼지 더 안 좋아졌어?	weather.dust	True	True	1	1	"1068    1.0
Name: slot_seq, dtype: float64"	"1068    1.0
Name: ending, dtype: float64"
11	17	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 정보 더 안 좋아졌어?	weather.dust	True	True	1	1	"1040    1.0
Name: slot_seq, dtype: float64"	"1040    1.0
Name: ending, dtype: float64"
11	13	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 정말에 어느 정도야?	weather.dust	True	True	1	1	"1036    1.0
Name: slot_seq, dtype: float64"	"1036    1.0
Name: ending, dtype: float64"
11	70	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘도 초미세먼지 더 안 좋아졌어?	weather.dust	True	True	1	1	"1087    1.0
Name: slot_seq, dtype: float64"	"1087    1.0
Name: ending, dtype: float64"
11	25	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘은 초미세먼지 더 안 좋아졌어?	weather.dust	True	True	1	1	"1047    1.0
Name: slot_seq, dtype: float64"	"1047    1.0
Name: ending, dtype: float64"
11	62	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 평균 기온이 어떤지 좀 알려줘	weather.dust	True	True	1	1	"1079    1.0
Name: slot_seq, dtype: float64"	"1079    1.0
Name: ending, dtype: float64"
11	9	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 기온이 어느 정도야?	weather.dust	True	True	1	1	"1033    1.0
Name: slot_seq, dtype: float64"	"1033    1.0
Name: ending, dtype: float64"
11	48	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 개야도 초미세먼지 더 안 좋아졌어?	weather.dust	True	True	1	1	"1066    1.0
Name: slot_seq, dtype: float64"	"1066    1.0
Name: ending, dtype: float64"
11	53	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 평균 기온이 어느 정도야?	weather.dust	True	True	1	1	"1071    1.0
Name: slot_seq, dtype: float64"	"1071    1.0
Name: ending, dtype: float64"
11	6	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 미세먼지 강수량이 어느 정도야?	weather.dust	True	True	1	1	"1030    1.0
Name: slot_seq, dtype: float64"	"1030    1.0
Name: ending, dtype: float64"
11	85	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 초미세먼지 농도가 어떤지 좀 듣고 싶은데 정말 자외선 어느 정도야?	weather.dust	True	True	1	1	Series([], Name: slot_seq, dtype: float64)	Series([], Name: ending, dtype: float64)
11	76	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 심한 편일지 좀 알려줘	weather.temperature	False	True	1	1	"1093    1.0
Name: slot_seq, dtype: float64"	"1093    1.0
Name: ending, dtype: float64"
11	41	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 강수량이 얼마나 될지 좀 알려줘	weather.rainfall	False	True	1	1	"1061    1.0
Name: slot_seq, dtype: float64"	"1061    1.0
Name: ending, dtype: float64"
11	55	[weather.dust(day.p=오늘)][day.p,(정도야?|심할까?|좋아졌어?|좋아?|알려줘)]	오늘 강수량이 어느 정도야?	weather.rainfall	False	True	1	1	"1073    1.0
Name: slot_seq, dtype: float64"	"1073    1.0
Name: ending, dtype: float64"
20	7	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	내일 수원에 비가 얼마나 떨어질지 궁금하네	weather.rainfall	True	True	2	2	"1901    1.0
Name: slot_seq, dtype: float64"	"1901    1.0
Name: ending, dtype: float64"
20	68	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	오늘도 수원에 비가 많이 오려나?	weather.rainfall	True	True	2	2	"1960    0.333333
Name: slot_seq, dtype: float64"	"1960    1.0
Name: ending, dtype: float64"
20	16	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	오늘도 평택에 비가 많이 오려나?	weather.rainfall	True	True	2	2	"1909    1.0
Name: slot_seq, dtype: float64"	"1909    1.0
Name: ending, dtype: float64"
20	41	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	오늘도 속초에 비가 많이 오려나?	weather.rainfall	True	True	2	2	"1933    1.0
Name: slot_seq, dtype: float64"	"1933    1.0
Name: ending, dtype: float64"
20	32	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	오늘도 춘천에 비가 많이 오려나?	weather.rainfall	True	True	2	2	"1924    1.0
Name: slot_seq, dtype: float64"	"1924    1.0
Name: ending, dtype: float64"
20	94	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	내일 수원에 비는 어느 정도 오려나?	weather.rainfall	True	True	2	2	"1986    1.0
Name: slot_seq, dtype: float64"	"1986    1.0
Name: ending, dtype: float64"
20	50	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	내일 수원시 강수량이 궁금하네	weather.rainfall	True	True	2	2	"1942    1.0
Name: slot_seq, dtype: float64"	"1942    1.0
Name: ending, dtype: float64"
20	78	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	내일 용인에 비가 얼마나 내릴지가 궁금하네	weather.rainfall	True	True	2	2	"1970    1.0
Name: slot_seq, dtype: float64"	"1970    1.0
Name: ending, dtype: float64"
20	0	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	내일 용인쪽에 비가 얼마나 내릴지 궁금하네	weather.rainfall	True	True	2	2	"1896    1.0
Name: slot_seq, dtype: float64"	"1896    1.0
Name: ending, dtype: float64"
20	14	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	오늘도 춘천에 비가 얼마나 내릴지 궁금하네	weather.rainfall	True	True	2	2	"1907    1.0
Name: slot_seq, dtype: float64"	"1907    1.0
Name: ending, dtype: float64"
20	20	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	내일 용인쪽에 비가 얼마나 내릴지가 궁금하네	weather.rainfall	True	True	2	2	"1913    1.0
Name: slot_seq, dtype: float64"	"1913    1.0
Name: ending, dtype: float64"
20	21	[weather.rainfall(day.p=*,location=*)][day.p->location,(오려나?|궁금하네)]	오늘 수원에 비가 어느 정도 오려나?	weather.rainfall	True	True	2	2	"1914    1.0
Name: slot_seq, dtype: float64"	"1914    1.0
Name: ending, dtype: float64"
